,DATE,T5YIE
3094,2021-11-11,
3095,2021-11-12,3.11
3096,2021-11-15,3.17
3097,2021-11-16,3.17
3098,2021-11-17,3.14
3099,2021-11-18,3.11
3100,2021-11-19,3.02
3101,2021-11-22,2.98
3102,2021-11-23,3.0
3103,2021-11-24,3.03
3104,2021-11-25,
3105,2021-11-26,2.92
3106,2021-11-29,2.91
3107,2021-11-30,2.8
3108,2021-12-01,2.7
3109,2021-12-02,2.73
3110,2021-12-03,2.72
3111,2021-12-06,2.79
3112,2021-12-07,2.84
3113,2021-12-08,2.88
3114,2021-12-09,2.8
3115,2021-12-10,2.76
3116,2021-12-13,2.73
3117,2021-12-14,2.66
3118,2021-12-15,2.67
3119,2021-12-16,2.7
3120,2021-12-17,2.65
3121,2021-12-20,2.65
3122,2021-12-21,2.69
3123,2021-12-22,2.7
3124,2021-12-23,2.72
3125,2021-12-24,
3126,2021-12-27,2.75
3127,2021-12-28,2.78
3128,2021-12-29,2.83
3129,2021-12-30,2.86
3130,2021-12-31,2.87
3131,2022-01-03,2.95
3132,2022-01-04,2.93
3133,2022-01-05,2.87
3134,2022-01-06,2.77
3135,2022-01-07,2.78
3136,2022-01-10,2.77
3137,2022-01-11,2.87
3138,2022-01-12,2.82
3139,2022-01-13,2.77
3140,2022-01-14,2.79
3141,2022-01-17,
3142,2022-01-18,2.8
3143,2022-01-19,2.73
3144,2022-01-20,2.74
3145,2022-01-21,2.7
3146,2022-01-24,2.74
3147,2022-01-25,2.78
3148,2022-01-26,2.75
3149,2022-01-27,2.76
3150,2022-01-28,2.8
3151,2022-01-31,2.82
3152,2022-02-01,2.8
3153,2022-02-02,2.79
3154,2022-02-03,2.76
3155,2022-02-04,2.78
3156,2022-02-07,2.75
3157,2022-02-08,2.77
3158,2022-02-09,2.78
3159,2022-02-10,2.81
3160,2022-02-11,2.82
3161,2022-02-14,2.91
3162,2022-02-15,2.89
3163,2022-02-16,2.87
3164,2022-02-17,2.87
3165,2022-02-18,2.86
3166,2022-02-21,
3167,2022-02-22,2.89
3168,2022-02-23,3.01
3169,2022-02-24,3.05
3170,2022-02-25,3.02
3171,2022-02-28,3.11
3172,2022-03-01,3.14
3173,2022-03-02,3.23
3174,2022-03-03,3.17
3175,2022-03-04,3.19
3176,2022-03-07,3.29
3177,2022-03-08,3.43
3178,2022-03-09,3.33
3179,2022-03-10,3.42
3180,2022-03-11,3.52
3181,2022-03-14,3.5
3182,2022-03-15,3.42
3183,2022-03-16,3.34
3184,2022-03-17,3.51
3185,2022-03-18,3.48
3186,2022-03-21,3.52
3187,2022-03-22,3.52
3188,2022-03-23,3.57
3189,2022-03-24,3.57
3190,2022-03-25,3.59
3191,2022-03-28,3.56
3192,2022-03-29,3.4
3193,2022-03-30,3.41
3194,2022-03-31,3.34
3195,2022-04-01,3.28
3196,2022-04-04,3.28
3197,2022-04-05,3.31
3198,2022-04-06,3.28
3199,2022-04-07,3.26
3200,2022-04-08,3.33
3201,2022-04-11,3.37
3202,2022-04-12,3.31
3203,2022-04-13,3.25
3204,2022-04-14,3.33
3205,2022-04-15,
3206,2022-04-18,3.36
3207,2022-04-19,3.36
3208,2022-04-20,3.36
3209,2022-04-21,3.37
3210,2022-04-22,3.37
3211,2022-04-25,3.27
3212,2022-04-26,3.25
3213,2022-04-27,3.28
3214,2022-04-28,3.39
3215,2022-04-29,3.3
3216,2022-05-02,3.21
3217,2022-05-03,3.21
3218,2022-05-04,3.24
3219,2022-05-05,3.23
3220,2022-05-06,3.22
3221,2022-05-09,3.06
3222,2022-05-10,2.92
3223,2022-05-11,3.0
3224,2022-05-12,2.89
3225,2022-05-13,3.03
3226,2022-05-16,3.04
3227,2022-05-17,3.08
3228,2022-05-18,3.05
3229,2022-05-19,2.97
3230,2022-05-20,2.88
3231,2022-05-23,2.92
3232,2022-05-24,2.87
3233,2022-05-25,2.88
3234,2022-05-26,2.96
3235,2022-05-27,2.95
3236,2022-05-30,
3237,2022-05-31,2.96
3238,2022-06-01,2.96
3239,2022-06-02,2.97
3240,2022-06-03,3.04
3241,2022-06-06,3.05
3242,2022-06-07,3.03
3243,2022-06-08,3.06
3244,2022-06-09,3.08
3245,2022-06-10,3.13
3246,2022-06-13,3.11
3247,2022-06-14,2.88
3248,2022-06-15,3.0
3249,2022-06-16,2.87
3250,2022-06-17,2.8
3251,2022-06-20,
3252,2022-06-21,2.84
3253,2022-06-22,2.74
3254,2022-06-23,2.69
3255,2022-06-24,2.82
3256,2022-06-27,2.79
3257,2022-06-28,2.73
3258,2022-06-29,2.59
3259,2022-06-30,2.58
3260,2022-07-01,2.6
3261,2022-07-04,
3262,2022-07-05,2.51
3263,2022-07-06,2.48
3264,2022-07-07,2.53
3265,2022-07-08,2.62
3266,2022-07-11,2.56
3267,2022-07-12,2.5
3268,2022-07-13,2.51
3269,2022-07-14,2.54
3270,2022-07-15,2.59
3271,2022-07-18,2.63
3272,2022-07-19,2.67
3273,2022-07-20,2.67
3274,2022-07-21,2.55
3275,2022-07-22,2.56
3276,2022-07-25,2.58
3277,2022-07-26,2.56
3278,2022-07-27,2.61
3279,2022-07-28,2.67
3280,2022-07-29,2.73
3281,2022-08-01,2.72
3282,2022-08-02,2.69
3283,2022-08-03,2.72
3284,2022-08-04,2.64
