,DATE,T5YIE
1079,2014-02-20,1.78
1080,2014-02-21,1.74
1081,2014-02-24,1.78
1082,2014-02-25,1.78
1083,2014-02-26,1.76
1084,2014-02-27,1.81
1085,2014-02-28,1.79
1086,2014-03-03,1.78
1087,2014-03-04,1.79
1088,2014-03-05,1.8
1089,2014-03-06,1.84
1090,2014-03-07,1.83
1091,2014-03-10,1.88
1092,2014-03-11,1.86
1093,2014-03-12,1.82
1094,2014-03-13,1.75
1095,2014-03-14,1.74
1096,2014-03-17,1.8
1097,2014-03-18,1.77
1098,2014-03-19,1.73
1099,2014-03-20,1.75
1100,2014-03-21,1.79
1101,2014-03-24,1.79
1102,2014-03-25,1.7
1103,2014-03-26,1.75
1104,2014-03-27,1.73
1105,2014-03-28,1.72
1106,2014-03-31,1.7
1107,2014-04-01,1.71
1108,2014-04-02,1.72
1109,2014-04-03,1.68
1110,2014-04-04,1.71
1111,2014-04-07,1.61
1112,2014-04-08,1.71
1113,2014-04-09,1.7
1114,2014-04-10,1.69
1115,2014-04-11,1.64
1116,2014-04-14,1.71
1117,2014-04-15,1.68
1118,2014-04-16,1.73
1119,2014-04-17,1.95
1120,2014-04-18,
1121,2014-04-21,1.97
1122,2014-04-22,1.98
1123,2014-04-23,1.98
1124,2014-04-24,1.99
1125,2014-04-25,1.96
1126,2014-04-28,1.95
1127,2014-04-29,1.95
1128,2014-04-30,1.96
1129,2014-05-01,1.96
1130,2014-05-02,1.95
1131,2014-05-05,1.92
1132,2014-05-06,1.91
1133,2014-05-07,1.92
1134,2014-05-08,1.93
1135,2014-05-09,1.92
1136,2014-05-12,1.91
1137,2014-05-13,1.89
1138,2014-05-14,1.92
1139,2014-05-15,1.96
1140,2014-05-16,1.94
1141,2014-05-19,1.93
1142,2014-05-20,1.92
1143,2014-05-21,1.95
1144,2014-05-22,1.97
1145,2014-05-23,1.97
1146,2014-05-26,
1147,2014-05-27,1.95
1148,2014-05-28,1.94
1149,2014-05-29,1.96
1150,2014-05-30,1.93
1151,2014-06-02,1.93
1152,2014-06-03,1.92
1153,2014-06-04,1.9
1154,2014-06-05,1.92
1155,2014-06-06,1.93
1156,2014-06-09,1.95
1157,2014-06-10,1.94
1158,2014-06-11,1.94
1159,2014-06-12,1.95
1160,2014-06-13,1.93
1161,2014-06-16,1.92
1162,2014-06-17,1.97
1163,2014-06-18,1.98
1164,2014-06-19,2.02
1165,2014-06-20,2.02
1166,2014-06-23,2.03
1167,2014-06-24,2.05
1168,2014-06-25,2.03
1169,2014-06-26,2.02
1170,2014-06-27,2.03
1171,2014-06-30,2.0
1172,2014-07-01,2.0
1173,2014-07-02,2.01
1174,2014-07-03,2.03
1175,2014-07-04,
1176,2014-07-07,2.01
1177,2014-07-08,1.99
1178,2014-07-09,1.98
1179,2014-07-10,2.0
1180,2014-07-11,1.99
1181,2014-07-14,1.99
1182,2014-07-15,1.96
1183,2014-07-16,1.95
1184,2014-07-17,1.97
1185,2014-07-18,1.96
1186,2014-07-21,1.97
1187,2014-07-22,1.93
1188,2014-07-23,1.92
1189,2014-07-24,1.93
1190,2014-07-25,1.95
1191,2014-07-28,1.95
1192,2014-07-29,1.94
1193,2014-07-30,1.96
1194,2014-07-31,1.97
1195,2014-08-01,1.92
1196,2014-08-04,1.9
1197,2014-08-05,1.9
1198,2014-08-06,1.9
1199,2014-08-07,1.89
1200,2014-08-08,1.86
1201,2014-08-11,1.86
1202,2014-08-12,1.87
1203,2014-08-13,1.88
1204,2014-08-14,1.84
1205,2014-08-15,1.83
1206,2014-08-18,1.85
1207,2014-08-19,1.81
1208,2014-08-20,1.83
1209,2014-08-21,1.8
1210,2014-08-22,1.79
1211,2014-08-25,1.78
1212,2014-08-26,1.83
1213,2014-08-27,1.8
1214,2014-08-28,1.77
1215,2014-08-29,1.76
1216,2014-09-01,
1217,2014-09-02,1.76
1218,2014-09-03,1.77
1219,2014-09-04,1.76
1220,2014-09-05,1.77
1221,2014-09-08,1.74
1222,2014-09-09,1.71
1223,2014-09-10,1.69
1224,2014-09-11,1.76
1225,2014-09-12,1.75
1226,2014-09-15,1.73
1227,2014-09-16,1.75
1228,2014-09-17,1.63
1229,2014-09-18,1.56
1230,2014-09-19,1.56
1231,2014-09-22,1.6
1232,2014-09-23,1.63
1233,2014-09-24,1.66
1234,2014-09-25,1.62
1235,2014-09-26,1.59
1236,2014-09-29,1.61
1237,2014-09-30,1.56
1238,2014-10-01,1.6
1239,2014-10-02,1.57
1240,2014-10-03,1.56
1241,2014-10-06,1.55
1242,2014-10-07,1.52
1243,2014-10-08,1.54
1244,2014-10-09,1.52
1245,2014-10-10,1.52
1246,2014-10-13,
1247,2014-10-14,1.41
1248,2014-10-15,1.37
1249,2014-10-16,1.37
1250,2014-10-17,1.43
1251,2014-10-20,1.45
1252,2014-10-21,1.42
1253,2014-10-22,1.47
1254,2014-10-23,1.43
1255,2014-10-24,1.46
1256,2014-10-27,1.44
1257,2014-10-28,1.47
1258,2014-10-29,1.47
1259,2014-10-30,1.49
1260,2014-10-31,1.53
1261,2014-11-03,1.55
1262,2014-11-04,1.49
1263,2014-11-05,1.54
1264,2014-11-06,1.58
1265,2014-11-07,1.59
1266,2014-11-10,1.58
1267,2014-11-11,
1268,2014-11-12,1.53
1269,2014-11-13,1.48
1270,2014-11-14,1.45
1271,2014-11-17,1.42
1272,2014-11-18,1.42
1273,2014-11-19,1.39
1274,2014-11-20,1.41
1275,2014-11-21,1.44
1276,2014-11-24,1.43
1277,2014-11-25,1.47
1278,2014-11-26,1.44
1279,2014-11-27,
1280,2014-11-28,1.39
1281,2014-12-01,1.39
1282,2014-12-02,1.36
1283,2014-12-03,1.38
1284,2014-12-04,1.36
1285,2014-12-05,1.35
1286,2014-12-08,1.24
1287,2014-12-09,1.34
1288,2014-12-10,1.27
1289,2014-12-11,1.27
1290,2014-12-12,1.2
1291,2014-12-15,1.17
1292,2014-12-16,1.21
1293,2014-12-17,1.22
1294,2014-12-18,1.2
1295,2014-12-19,1.27
1296,2014-12-22,1.29
1297,2014-12-23,1.3
1298,2014-12-24,1.26
1299,2014-12-25,
1300,2014-12-26,1.26
1301,2014-12-29,1.22
1302,2014-12-30,1.21
1303,2014-12-31,1.27
1304,2015-01-01,
1305,2015-01-02,1.3
1306,2015-01-05,1.25
1307,2015-01-06,1.16
1308,2015-01-07,1.16
1309,2015-01-08,1.21
1310,2015-01-09,1.2
1311,2015-01-12,1.16
1312,2015-01-13,1.05
1313,2015-01-14,1.18
1314,2015-01-15,1.18
1315,2015-01-16,1.19
1316,2015-01-19,
1317,2015-01-20,1.19
1318,2015-01-21,1.17
1319,2015-01-22,1.19
1320,2015-01-23,1.21
1321,2015-01-26,1.24
1322,2015-01-27,1.29
1323,2015-01-28,1.24
1324,2015-01-29,1.31
1325,2015-01-30,1.29
1326,2015-02-02,1.32
1327,2015-02-03,1.4
1328,2015-02-04,1.35
1329,2015-02-05,1.38
1330,2015-02-06,1.36
1331,2015-02-09,1.36
1332,2015-02-10,1.32
1333,2015-02-11,1.32
1334,2015-02-12,1.37
1335,2015-02-13,1.32
1336,2015-02-16,
1337,2015-02-17,1.33
1338,2015-02-18,1.32
1339,2015-02-19,1.35
1340,2015-02-20,1.37
1341,2015-02-23,1.34
1342,2015-02-24,1.33
1343,2015-02-25,1.36
1344,2015-02-26,1.49
1345,2015-02-27,1.49
1346,2015-03-02,1.54
1347,2015-03-03,1.57
1348,2015-03-04,1.61
1349,2015-03-05,1.53
1350,2015-03-06,1.55
1351,2015-03-09,1.47
1352,2015-03-10,1.36
1353,2015-03-11,1.45
1354,2015-03-12,1.41
1355,2015-03-13,1.4
1356,2015-03-16,1.27
1357,2015-03-17,1.34
1358,2015-03-18,1.33
1359,2015-03-19,1.49
1360,2015-03-20,1.5
1361,2015-03-23,1.48
1362,2015-03-24,1.53
1363,2015-03-25,1.56
1364,2015-03-26,1.57
1365,2015-03-27,1.54
1366,2015-03-30,1.49
1367,2015-03-31,1.51
1368,2015-04-01,1.58
1369,2015-04-02,1.56
1370,2015-04-03,1.58
1371,2015-04-06,1.6
1372,2015-04-07,1.6
1373,2015-04-08,1.58
1374,2015-04-09,1.59
1375,2015-04-10,1.56
1376,2015-04-13,1.55
1377,2015-04-14,1.55
1378,2015-04-15,1.59
1379,2015-04-16,1.58
1380,2015-04-17,1.65
1381,2015-04-20,1.6
1382,2015-04-21,1.59
1383,2015-04-22,1.6
1384,2015-04-23,1.7
1385,2015-04-24,1.71
1386,2015-04-27,1.71
1387,2015-04-28,1.69
1388,2015-04-29,1.7
1389,2015-04-30,1.72
1390,2015-05-01,1.72
1391,2015-05-04,1.69
1392,2015-05-05,1.72
1393,2015-05-06,1.69
1394,2015-05-07,1.66
1395,2015-05-08,1.66
1396,2015-05-11,1.64
1397,2015-05-12,1.65
1398,2015-05-13,1.67
1399,2015-05-14,1.65
1400,2015-05-15,1.62
1401,2015-05-18,1.64
1402,2015-05-19,1.62
1403,2015-05-20,1.65
1404,2015-05-21,1.63
1405,2015-05-22,1.65
1406,2015-05-25,
1407,2015-05-26,1.59
1408,2015-05-27,1.54
1409,2015-05-28,1.53
1410,2015-05-29,1.57
1411,2015-06-01,1.55
1412,2015-06-02,1.59
1413,2015-06-03,1.59
1414,2015-06-04,1.59
1415,2015-06-05,1.64
1416,2015-06-08,1.63
1417,2015-06-09,1.65
1418,2015-06-10,1.66
1419,2015-06-11,1.63
1420,2015-06-12,1.64
1421,2015-06-15,1.64
1422,2015-06-16,1.67
1423,2015-06-17,1.69
1424,2015-06-18,1.67
1425,2015-06-19,1.63
1426,2015-06-22,1.65
1427,2015-06-23,1.67
1428,2015-06-24,1.64
1429,2015-06-25,1.63
1430,2015-06-26,1.66
1431,2015-06-29,1.59
1432,2015-06-30,1.61
1433,2015-07-01,1.6
1434,2015-07-02,1.62
1435,2015-07-03,
1436,2015-07-06,1.57
1437,2015-07-07,1.57
1438,2015-07-08,1.54
1439,2015-07-09,1.56
1440,2015-07-10,1.58
1441,2015-07-13,1.56
1442,2015-07-14,1.55
1443,2015-07-15,1.53
1444,2015-07-16,1.52
1445,2015-07-17,1.5
1446,2015-07-20,1.49
1447,2015-07-21,1.49
1448,2015-07-22,1.48
1449,2015-07-23,1.45
1450,2015-07-24,1.4
1451,2015-07-27,1.35
1452,2015-07-28,1.38
1453,2015-07-29,1.4
1454,2015-07-30,1.4
1455,2015-07-31,1.36
1456,2015-08-03,1.31
1457,2015-08-04,1.31
1458,2015-08-05,1.31
1459,2015-08-06,1.31
1460,2015-08-07,1.28
1461,2015-08-10,1.3
1462,2015-08-11,1.27
1463,2015-08-12,1.27
1464,2015-08-13,1.24
1465,2015-08-14,1.25
1466,2015-08-17,1.22
1467,2015-08-18,1.21
1468,2015-08-19,1.17
1469,2015-08-20,1.17
1470,2015-08-21,1.13
1471,2015-08-24,1.11
1472,2015-08-25,1.15
1473,2015-08-26,1.13
1474,2015-08-27,1.2
1475,2015-08-28,1.22
1476,2015-08-31,1.26
1477,2015-09-01,1.18
1478,2015-09-02,1.19
1479,2015-09-03,1.16
1480,2015-09-04,1.14
1481,2015-09-07,
1482,2015-09-08,1.15
1483,2015-09-09,1.15
1484,2015-09-10,1.21
1485,2015-09-11,1.21
1486,2015-09-14,1.19
1487,2015-09-15,1.2
1488,2015-09-16,1.21
1489,2015-09-17,1.24
1490,2015-09-18,1.19
1491,2015-09-21,1.19
1492,2015-09-22,1.15
1493,2015-09-23,1.16
1494,2015-09-24,1.11
1495,2015-09-25,1.11
1496,2015-09-28,1.02
1497,2015-09-29,1.03
1498,2015-09-30,1.07
1499,2015-10-01,1.13
1500,2015-10-02,1.15
1501,2015-10-05,1.18
1502,2015-10-06,1.22
1503,2015-10-07,1.22
1504,2015-10-08,1.26
1505,2015-10-09,1.22
1506,2015-10-12,
1507,2015-10-13,1.18
1508,2015-10-14,1.15
1509,2015-10-15,1.18
1510,2015-10-16,1.18
1511,2015-10-19,1.13
1512,2015-10-20,1.16
1513,2015-10-21,1.13
1514,2015-10-22,1.14
1515,2015-10-23,1.19
1516,2015-10-26,1.16
1517,2015-10-27,1.15
1518,2015-10-28,1.14
1519,2015-10-29,1.19
1520,2015-10-30,1.2
1521,2015-11-02,1.23
1522,2015-11-03,1.27
1523,2015-11-04,1.26
1524,2015-11-05,1.23
1525,2015-11-06,1.25
1526,2015-11-09,1.28
1527,2015-11-10,1.25
1528,2015-11-11,
1529,2015-11-12,1.24
1530,2015-11-13,1.21
1531,2015-11-16,1.2
1532,2015-11-17,1.23
1533,2015-11-18,1.25
1534,2015-11-19,1.27
1535,2015-11-20,1.31
1536,2015-11-23,1.33
1537,2015-11-24,1.33
1538,2015-11-25,1.31
1539,2015-11-26,
1540,2015-11-27,1.31
1541,2015-11-30,1.3
1542,2015-12-01,1.29
1543,2015-12-02,1.27
1544,2015-12-03,1.33
1545,2015-12-04,1.3
1546,2015-12-07,1.25
1547,2015-12-08,1.25
1548,2015-12-09,1.21
1549,2015-12-10,1.2
1550,2015-12-11,1.17
1551,2015-12-14,1.17
1552,2015-12-15,1.22
1553,2015-12-16,1.2
1554,2015-12-17,1.21
1555,2015-12-18,1.21
1556,2015-12-21,1.19
1557,2015-12-22,1.19
1558,2015-12-23,1.25
1559,2015-12-24,1.23
1560,2015-12-25,
1561,2015-12-28,1.24
1562,2015-12-29,1.28
1563,2015-12-30,1.28
1564,2015-12-31,1.31
1565,2016-01-01,
1566,2016-01-04,1.31
1567,2016-01-05,1.31
1568,2016-01-06,1.26
1569,2016-01-07,1.25
1570,2016-01-08,1.23
1571,2016-01-11,1.19
1572,2016-01-12,1.19
1573,2016-01-13,1.18
1574,2016-01-14,1.2
1575,2016-01-15,1.12
1576,2016-01-18,
1577,2016-01-19,1.16
1578,2016-01-20,1.1
1579,2016-01-21,1.08
1580,2016-01-22,1.15
1581,2016-01-25,1.15
1582,2016-01-26,1.17
1583,2016-01-27,1.18
1584,2016-01-28,1.2
1585,2016-01-29,1.19
1586,2016-02-01,1.2
1587,2016-02-02,1.14
1588,2016-02-03,1.16
1589,2016-02-04,1.13
1590,2016-02-05,1.07
1591,2016-02-08,0.97
1592,2016-02-09,0.93
1593,2016-02-10,0.95
1594,2016-02-11,0.94
1595,2016-02-12,1.03
1596,2016-02-15,
1597,2016-02-16,1.03
1598,2016-02-17,1.04
1599,2016-02-18,1.02
1600,2016-02-19,1.06
1601,2016-02-22,1.11
1602,2016-02-23,1.13
1603,2016-02-24,1.15
1604,2016-02-25,1.18
1605,2016-02-26,1.2
1606,2016-02-29,1.23
1607,2016-03-01,1.29
1608,2016-03-02,1.34
1609,2016-03-03,1.36
1610,2016-03-04,1.36
1611,2016-03-07,1.36
1612,2016-03-08,1.33
1613,2016-03-09,1.37
1614,2016-03-10,1.35
1615,2016-03-11,1.41
1616,2016-03-14,1.38
1617,2016-03-15,1.35
1618,2016-03-16,1.45
1619,2016-03-17,1.46
1620,2016-03-18,1.47
1621,2016-03-21,1.5
1622,2016-03-22,1.48
1623,2016-03-23,1.44
1624,2016-03-24,1.42
1625,2016-03-25,
1626,2016-03-28,1.4
1627,2016-03-29,1.47
1628,2016-03-30,1.52
1629,2016-03-31,1.49
1630,2016-04-01,1.49
1631,2016-04-04,1.48
1632,2016-04-05,1.43
1633,2016-04-06,1.43
1634,2016-04-07,1.41
1635,2016-04-08,1.43
1636,2016-04-11,1.41
1637,2016-04-12,1.39
1638,2016-04-13,1.43
1639,2016-04-14,1.42
1640,2016-04-15,1.42
1641,2016-04-18,1.41
1642,2016-04-19,1.46
1643,2016-04-20,1.49
1644,2016-04-21,1.56
1645,2016-04-22,1.56
1646,2016-04-25,1.56
1647,2016-04-26,1.56
1648,2016-04-27,1.57
1649,2016-04-28,1.61
1650,2016-04-29,1.6
1651,2016-05-02,1.58
1652,2016-05-03,1.54
1653,2016-05-04,1.52
1654,2016-05-05,1.52
1655,2016-05-06,1.51
1656,2016-05-09,1.5
1657,2016-05-10,1.53
1658,2016-05-11,1.53
1659,2016-05-12,1.53
1660,2016-05-13,1.52
1661,2016-05-16,1.53
1662,2016-05-17,1.56
1663,2016-05-18,1.54
1664,2016-05-19,1.51
1665,2016-05-20,1.51
1666,2016-05-23,1.49
1667,2016-05-24,1.51
1668,2016-05-25,1.51
1669,2016-05-26,1.51
1670,2016-05-27,1.51
1671,2016-05-30,
1672,2016-05-31,1.47
1673,2016-06-01,1.47
1674,2016-06-02,1.48
1675,2016-06-03,1.45
1676,2016-06-06,1.49
1677,2016-06-07,1.51
1678,2016-06-08,1.54
1679,2016-06-09,1.53
1680,2016-06-10,1.49
1681,2016-06-13,1.45
1682,2016-06-14,1.45
1683,2016-06-15,1.47
1684,2016-06-16,1.42
1685,2016-06-17,1.43
1686,2016-06-20,1.43
1687,2016-06-21,1.41
1688,2016-06-22,1.41
1689,2016-06-23,1.47
1690,2016-06-24,1.36
1691,2016-06-27,1.27
1692,2016-06-28,1.32
1693,2016-06-29,1.36
1694,2016-06-30,1.38
1695,2016-07-01,1.43
1696,2016-07-04,
1697,2016-07-05,1.39
1698,2016-07-06,1.41
1699,2016-07-07,1.41
1700,2016-07-08,1.39
1701,2016-07-11,1.41
1702,2016-07-12,1.46
1703,2016-07-13,1.43
1704,2016-07-14,1.44
1705,2016-07-15,1.44
1706,2016-07-18,1.41
1707,2016-07-19,1.39
1708,2016-07-20,1.4
1709,2016-07-21,1.38
1710,2016-07-22,1.36
1711,2016-07-25,1.34
1712,2016-07-26,1.33
1713,2016-07-27,1.31
1714,2016-07-28,1.33
1715,2016-07-29,1.31
1716,2016-08-01,1.27
1717,2016-08-02,1.25
1718,2016-08-03,1.28
1719,2016-08-04,1.3
1720,2016-08-05,1.33
1721,2016-08-08,1.34
1722,2016-08-09,1.3
1723,2016-08-10,1.27
1724,2016-08-11,1.32
1725,2016-08-12,1.29
1726,2016-08-15,1.3
1727,2016-08-16,1.28
1728,2016-08-17,1.31
1729,2016-08-18,1.32
1730,2016-08-19,1.34
1731,2016-08-22,1.34
1732,2016-08-23,1.34
1733,2016-08-24,1.32
1734,2016-08-25,1.33
1735,2016-08-26,1.31
1736,2016-08-29,1.29
1737,2016-08-30,1.28
1738,2016-08-31,1.27
1739,2016-09-01,1.24
1740,2016-09-02,1.28
1741,2016-09-05,
1742,2016-09-06,1.29
1743,2016-09-07,1.3
1744,2016-09-08,1.34
1745,2016-09-09,1.32
1746,2016-09-12,1.33
1747,2016-09-13,1.31
1748,2016-09-14,1.3
1749,2016-09-15,1.31
1750,2016-09-16,1.34
1751,2016-09-19,1.35
1752,2016-09-20,1.33
1753,2016-09-21,1.37
1754,2016-09-22,1.4
1755,2016-09-23,1.42
1756,2016-09-26,1.4
1757,2016-09-27,1.38
1758,2016-09-28,1.44
1759,2016-09-29,1.44
1760,2016-09-30,1.45
1761,2016-10-03,1.47
1762,2016-10-04,1.45
1763,2016-10-05,1.48
1764,2016-10-06,1.49
1765,2016-10-07,1.5
1766,2016-10-10,
1767,2016-10-11,1.51
1768,2016-10-12,1.51
1769,2016-10-13,1.5
1770,2016-10-14,1.53
1771,2016-10-17,1.55
1772,2016-10-18,1.54
1773,2016-10-19,1.56
1774,2016-10-20,1.56
1775,2016-10-21,1.56
1776,2016-10-24,1.53
1777,2016-10-25,1.57
1778,2016-10-26,1.58
1779,2016-10-27,1.57
1780,2016-10-28,1.6
1781,2016-10-31,1.59
1782,2016-11-01,1.59
1783,2016-11-02,1.55
1784,2016-11-03,1.52
1785,2016-11-04,1.52
1786,2016-11-07,1.56
1787,2016-11-08,1.57
1788,2016-11-09,1.67
1789,2016-11-10,1.7
1790,2016-11-11,
1791,2016-11-14,1.65
1792,2016-11-15,1.67
1793,2016-11-16,1.66
1794,2016-11-17,1.71
1795,2016-11-18,1.74
1796,2016-11-21,1.74
1797,2016-11-22,1.75
1798,2016-11-23,1.74
1799,2016-11-24,
1800,2016-11-25,1.74
1801,2016-11-28,1.69
1802,2016-11-29,1.69
1803,2016-11-30,1.77
1804,2016-12-01,1.81
1805,2016-12-02,1.76
1806,2016-12-05,1.79
1807,2016-12-06,1.8
1808,2016-12-07,1.78
1809,2016-12-08,1.83
1810,2016-12-09,1.83
1811,2016-12-12,1.86
1812,2016-12-13,1.86
1813,2016-12-14,1.82
1814,2016-12-15,1.78
1815,2016-12-16,1.75
1816,2016-12-19,1.74
1817,2016-12-20,1.8
1818,2016-12-21,1.74
1819,2016-12-22,1.86
1820,2016-12-23,1.84
1821,2016-12-26,
1822,2016-12-27,1.88
1823,2016-12-28,1.85
1824,2016-12-29,1.81
1825,2016-12-30,1.84
1826,2017-01-02,
1827,2017-01-03,1.86
1828,2017-01-04,1.86
1829,2017-01-05,1.83
1830,2017-01-06,1.84
1831,2017-01-09,1.85
1832,2017-01-10,1.84
1833,2017-01-11,1.85
1834,2017-01-12,1.87
1835,2017-01-13,1.85
1836,2017-01-16,
1837,2017-01-17,1.84
1838,2017-01-18,1.86
1839,2017-01-19,1.9
1840,2017-01-20,1.92
1841,2017-01-23,1.86
1842,2017-01-24,1.93
1843,2017-01-25,1.96
1844,2017-01-26,1.94
1845,2017-01-27,1.96
1846,2017-01-30,1.95
1847,2017-01-31,1.94
1848,2017-02-01,1.92
1849,2017-02-02,1.93
1850,2017-02-03,1.91
1851,2017-02-06,1.91
1852,2017-02-07,1.87
1853,2017-02-08,1.82
1854,2017-02-09,1.86
1855,2017-02-10,1.87
1856,2017-02-13,1.87
1857,2017-02-14,1.87
1858,2017-02-15,1.93
1859,2017-02-16,1.9
1860,2017-02-17,1.85
1861,2017-02-20,
1862,2017-02-21,1.87
1863,2017-02-22,1.92
1864,2017-02-23,1.9
1865,2017-02-24,1.9
1866,2017-02-27,1.86
1867,2017-02-28,1.89
1868,2017-03-01,1.84
1869,2017-03-02,1.84
1870,2017-03-03,1.92
1871,2017-03-06,1.9
1872,2017-03-07,1.92
1873,2017-03-08,1.9
1874,2017-03-09,1.89
1875,2017-03-10,1.9
1876,2017-03-13,1.86
1877,2017-03-14,1.88
1878,2017-03-15,1.84
1879,2017-03-16,1.87
1880,2017-03-17,1.89
1881,2017-03-20,1.86
1882,2017-03-21,1.8
1883,2017-03-22,1.79
1884,2017-03-23,1.75
1885,2017-03-24,1.73
1886,2017-03-27,1.75
1887,2017-03-28,1.73
1888,2017-03-29,1.8
1889,2017-03-30,1.81
1890,2017-03-31,1.77
1891,2017-04-03,1.73
1892,2017-04-04,1.77
1893,2017-04-05,1.77
1894,2017-04-06,1.71
1895,2017-04-07,1.7
1896,2017-04-10,1.69
1897,2017-04-11,1.7
1898,2017-04-12,1.69
1899,2017-04-13,1.74
1900,2017-04-14,
1901,2017-04-17,1.69
1902,2017-04-18,1.65
1903,2017-04-19,1.66
1904,2017-04-20,1.82
1905,2017-04-21,1.79
1906,2017-04-24,1.81
1907,2017-04-25,1.85
1908,2017-04-26,1.83
1909,2017-04-27,1.81
1910,2017-04-28,1.81
1911,2017-05-01,1.8
1912,2017-05-02,1.77
1913,2017-05-03,1.76
1914,2017-05-04,1.72
1915,2017-05-05,1.75
1916,2017-05-08,1.75
1917,2017-05-09,1.74
1918,2017-05-10,1.78
1919,2017-05-11,1.82
1920,2017-05-12,1.75
1921,2017-05-15,1.74
1922,2017-05-16,1.74
1923,2017-05-17,1.7
1924,2017-05-18,1.72
1925,2017-05-19,1.75
1926,2017-05-22,1.75
1927,2017-05-23,1.77
1928,2017-05-24,1.73
1929,2017-05-25,1.7
1930,2017-05-26,1.73
1931,2017-05-29,
1932,2017-05-30,1.73
1933,2017-05-31,1.72
1934,2017-06-01,1.73
1935,2017-06-02,1.72
1936,2017-06-05,1.72
1937,2017-06-06,1.71
1938,2017-06-07,1.69
1939,2017-06-08,1.69
1940,2017-06-09,1.68
1941,2017-06-12,1.67
1942,2017-06-13,1.67
1943,2017-06-14,1.59
1944,2017-06-15,1.56
1945,2017-06-16,1.56
1946,2017-06-19,1.56
1947,2017-06-20,1.54
1948,2017-06-21,1.54
1949,2017-06-22,1.57
1950,2017-06-23,1.59
1951,2017-06-26,1.61
1952,2017-06-27,1.62
1953,2017-06-28,1.65
1954,2017-06-29,1.62
1955,2017-06-30,1.63
1956,2017-07-03,1.66
1957,2017-07-04,
1958,2017-07-05,1.65
1959,2017-07-06,1.66
1960,2017-07-07,1.63
1961,2017-07-10,1.6
1962,2017-07-11,1.61
1963,2017-07-12,1.63
1964,2017-07-13,1.64
1965,2017-07-14,1.62
1966,2017-07-17,1.64
1967,2017-07-18,1.62
1968,2017-07-19,1.65
1969,2017-07-20,1.62
1970,2017-07-21,1.62
1971,2017-07-24,1.62
1972,2017-07-25,1.67
1973,2017-07-26,1.66
1974,2017-07-27,1.68
1975,2017-07-28,1.68
1976,2017-07-31,1.67
1977,2017-08-01,1.62
1978,2017-08-02,1.63
1979,2017-08-03,1.62
1980,2017-08-04,1.65
1981,2017-08-07,1.65
1982,2017-08-08,1.69
1983,2017-08-09,1.7
1984,2017-08-10,1.68
1985,2017-08-11,1.64
1986,2017-08-14,1.59
1987,2017-08-15,1.63
1988,2017-08-16,1.62
1989,2017-08-17,1.61
1990,2017-08-18,1.61
1991,2017-08-21,1.59
1992,2017-08-22,1.61
1993,2017-08-23,1.58
1994,2017-08-24,1.6
1995,2017-08-25,1.57
1996,2017-08-28,1.56
1997,2017-08-29,1.54
1998,2017-08-30,1.57
1999,2017-08-31,1.58
2000,2017-09-01,1.63
2001,2017-09-04,
2002,2017-09-05,1.58
2003,2017-09-06,1.6
2004,2017-09-07,1.61
2005,2017-09-08,1.63
2006,2017-09-11,1.63
2007,2017-09-12,1.67
2008,2017-09-13,1.68
2009,2017-09-14,1.7
2010,2017-09-15,1.72
2011,2017-09-18,1.74
2012,2017-09-19,1.74
2013,2017-09-20,1.71
2014,2017-09-21,1.7
2015,2017-09-22,1.71
2016,2017-09-25,1.72
2017,2017-09-26,1.72
2018,2017-09-27,1.74
2019,2017-09-28,1.73
2020,2017-09-29,1.68
2021,2017-10-02,1.73
2022,2017-10-03,1.68
2023,2017-10-04,1.73
2024,2017-10-05,1.74
2025,2017-10-06,1.78
2026,2017-10-09,
2027,2017-10-10,1.75
2028,2017-10-11,1.75
2029,2017-10-12,1.79
2030,2017-10-13,1.71
2031,2017-10-16,1.66
2032,2017-10-17,1.69
2033,2017-10-18,1.69
2034,2017-10-19,1.66
2035,2017-10-20,1.76
2036,2017-10-23,1.69
2037,2017-10-24,1.73
2038,2017-10-25,1.74
2039,2017-10-26,1.76
2040,2017-10-27,1.76
2041,2017-10-30,1.77
2042,2017-10-31,1.79
2043,2017-11-01,1.71
2044,2017-11-02,1.79
2045,2017-11-03,1.74
2046,2017-11-06,1.77
2047,2017-11-07,1.8
2048,2017-11-08,1.77
2049,2017-11-09,1.8
2050,2017-11-10,1.78
2051,2017-11-13,1.79
2052,2017-11-14,1.79
2053,2017-11-15,1.78
2054,2017-11-16,1.79
2055,2017-11-17,1.75
2056,2017-11-20,1.74
2057,2017-11-21,1.75
2058,2017-11-22,1.75
2059,2017-11-23,
2060,2017-11-24,1.71
2061,2017-11-27,1.69
2062,2017-11-28,1.69
2063,2017-11-29,1.69
2064,2017-11-30,1.73
2065,2017-12-01,1.72
2066,2017-12-04,1.76
2067,2017-12-05,1.69
2068,2017-12-06,1.74
2069,2017-12-07,1.74
2070,2017-12-08,1.71
2071,2017-12-11,1.76
2072,2017-12-12,1.78
2073,2017-12-13,1.74
2074,2017-12-14,1.76
2075,2017-12-15,1.77
2076,2017-12-18,1.71
2077,2017-12-19,1.74
2078,2017-12-20,1.74
2079,2017-12-21,1.84
2080,2017-12-22,1.82
2081,2017-12-25,
2082,2017-12-26,1.76
2083,2017-12-27,1.82
2084,2017-12-28,1.86
2085,2017-12-29,1.86
